grad_# in Cohort,grad_% Dropped Out,grad_% Graduated,grad_% H.S. Equiv.,grad_% Non-Grad Completers,grad_% Permanently Excluded,grad_% Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs (%),age_33-40 yrs (%),age_41-48 yrs (%),age_49-56 yrs (%),age_57-64 yrs (%),age_<26 yrs (% ),age_Over 64 yrs (%),prog_Career Technical Education (%),prog_English Learners (%),prog_General Education (%),prog_Special Education (%),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Tests Taken,District Name
161,4.3,92.5,0,0,0,3.1,06650000,2017,"$74,845 ",196,"$14,647,196 ",501.1,502.6,,48,60,"$35,331,955.00 ","$12,869.51 ","$39,387,646.00 ","$13,719.62 ","2,745.40","2,870.90",23.8,24.1,19.7,17,11.3,3.7,0.4,0,0,86.8,13.2,0.3,0.9,1.3,50.1,1.3,49.9,1.5,0.1,,94.6,561,,211,Freetown-Lakeville
93,5.4,88.2,1.1,0,0,5.4,06700000,2017,"$65,229 ",52,"$3,385,364 ",499.3,500.7,,48,57,"$10,429,414.00 ","$17,030.40 ","$12,308,636.00 ","$17,454.11 ",612.4,705.2,6.3,14.6,31.9,30.4,12.6,2.1,2.1,0,0.4,84.5,15.1,0,3.1,1.3,46,4.4,54,2.5,0.3,,88.4,564,,94,Frontier
152,7.2,81.6,0,4.6,0,6.6,01030000,2017,"$69,195 ",170,"$11,783,916 ",486.8,484.1,,40,40,"$30,300,294.00 ","$12,756.41 ","$33,362,111.00 ","$12,338.97 ","2,375.30","2,703.80",20.4,16.1,25,19.5,12.6,4,2.3,0,2.3,81.3,16.3,0.3,1.6,2.6,48.1,15.4,51.9,7.8,0,,72.3,500,,160,Gardner
60,6.7,88.3,0,1.7,0,3.3,06720000,2017,"$60,683 ",79,"$4,787,913 ",496.3,494.1,,40.5,35.5,"$14,576,993.00 ","$17,308.23 ","$16,100,595.00 ","$16,846.91 ",842.2,955.7,13.7,27,21.1,20.7,11.6,5.4,0.4,0.6,1.3,88.5,9.6,0.4,0.4,0.8,48.2,3.9,51.8,2,0.1,,92.4,555,,35,Gateway
93,4.3,95.7,0,0,0,0,01050000,2017,"$70,103 ",109,"$7,648,196 ",505.1,502.1,,64,47,"$18,755,012.00 ","$12,973.86 ","$20,151,602.00 ","$13,482.94 ","1,445.60","1,494.60",22.3,21,18.5,22.7,12.3,2.2,1,0,0,98,2,0,1.1,0.8,48.9,1.7,51.1,1.3,0.1,,94.9,561,,145,Georgetown
60,10,85,1.7,0,0,3.3,06740000,2017,"$57,869 ",92,"$5,329,693 ",493.3,487.5,,60,46,"$17,320,829.00 ","$18,243.97 ","$20,914,415.00 ","$16,602.70 ",949.4,"1,259.70",15,30.6,10.9,24.3,12.2,4.9,2.2,0,3.3,79.9,16.8,0.2,0.3,1.4,49.8,10.5,50.2,6.9,0.2,,80.4,545,,49,Gill-Montague
51,2,96.1,0,0,0,2,04960000,2017,,,,493.7,494.4,,54,49,"$7,246,750.00 ","$14,408.75 ","$7,246,750.00 ","$14,408.75 ",502.9,502.9,26.3,21.2,15.6,3,13.1,17.9,3,0,4.1,95.9,0,1,1,10.7,48.3,29.8,51.7,5.3,0,,52.3,500,,36,Global Learning Charter Public (District)
204,3.4,88.7,1,0,0,6.9,01070000,2017,"$76,799 ",261,"$20,036,972 ",497.1,496.3,,34,39,"$47,856,390.00 ","$16,186.84 ","$54,634,308.00 ","$16,450.67 ","2,956.50","3,321.10",10.7,15.1,25.4,19.8,23.7,2.4,2.9,5,1.7,77.9,15.4,0.3,1.4,1.7,49.1,8.1,50.9,2.7,0.3,,85.5,541,,203,Gloucester
193,2.6,92.7,1,0.5,0,3.1,01100000,2017,"$74,727 ",234,"$17,510,859 ",505.1,506.3,,53,63,"$37,726,800.00 ","$11,859.30 ","$40,342,177.00 ","$12,199.76 ","3,181.20","3,306.80",22.9,24.7,20.4,17.3,5.2,7.5,1.9,0,0.6,95.5,3.9,0.1,11.5,1.3,49.1,4.6,50.9,3,0.1,,79.4,578,,220,Grafton
82,1.2,95.1,1.2,1.2,1.2,0,01110000,2017,"$72,894 ",58,"$4,213,291 ",496.3,496.1,,34,40,"$10,633,687.00 ","$14,093.69 ","$12,452,019.00 ","$14,682.25 ",754.5,848.1,7.4,16.4,44.2,19,10.4,0,2.5,0,0.6,84.6,14.8,0.4,2.5,0.5,46,6.9,54,2.2,0,,87.4,562,,59,Granby
338,1.5,97.6,0,0.6,0,0.3,08210000,2017,"$82,746 ",138,"$11,435,488 ",,,,,,"$27,246,259.00 ","$18,847.72 ","$27,278,409.00 ","$18,786.78 ","1,445.60","1,452.00",9.6,29.7,20,29,7,0.7,4.1,54.1,0.7,45.2,0,0.4,1.4,1.6,44.2,8.4,55.8,4.7,0.1,,83.4,501,,174,Greater Fall River Regional Vocational Technical
330,3.3,93,0.6,1.5,0,1.5,08230000,2017,"$78,749 ",136,"$10,725,756 ",,,,,,"$31,726,754.00 ","$21,860.92 ","$32,257,988.00 ","$20,942.67 ","1,451.30","1,540.30",8,21.9,22,27.2,17.2,0.9,2.8,47.5,2.2,34.7,15.6,0.1,1,0.8,50.8,80.6,49.2,0.1,0,,17.4,453,,196,Greater Lawrence Regional Vocational Technical
487,1.4,96.1,0.2,0,0,2.3,08280000,2017,"$82,096 ",183,"$15,032,636 ",,,,,,"$41,759,928.00 ","$18,886.49 ","$41,937,585.00 ","$18,697.10 ","2,211.10","2,243.00",11.4,10.3,25.7,29.2,19.4,1.6,2.4,45.8,0,47.2,7,0.5,16.4,3.4,44.8,31.8,55.2,3.6,0,,44.3,494,,219,Greater Lowell Regional Vocational Technical
539,7.4,89.8,0,0.6,0.7,1.5,08250000,2017,"$78,599 ",204,"$16,041,979 ",,,,,,"$41,932,073.00 ","$20,002.90 ","$41,951,078.00 ","$19,981.46 ","2,096.30","2,099.50",10.9,21.6,23.1,28.7,14.4,0,1.2,53.8,0.4,39.8,6,0.4,0.7,8.7,50.4,19.9,49.6,3.6,0,,66.7,492,,339,Greater New Bedford Regional Vocational Technical
110,13.6,74.5,0.9,4.5,0,6.4,01140000,2017,"$60,221 ",156,"$9,400,572 ",493.6,490.9,,46,43.5,"$24,660,611.00 ","$14,637.98 ","$31,379,192.00 ","$14,659.75 ","1,684.70","2,140.50",14.1,21.6,26,17.2,12.8,4.7,3.7,0,2.6,84.2,13.3,0,1.9,2.2,48.7,15.2,51.3,5,0,,75.8,571,,59,Greenfield
216,0.9,98.1,0.5,0,0,0.5,06730000,2017,"$78,764 ",175,"$13,807,401 ",505.5,508.4,,49,56,"$35,356,470.00 ","$14,474.93 ","$38,478,951.00 ","$15,078.55 ","2,442.60","2,551.90",15.8,14.1,24.6,23.4,16.2,2.6,3.5,0,0.1,90.8,9,0.2,6.2,0.7,48.7,1.7,51.3,1.7,0.1,,89.4,607,,298,Groton-Dunstable
48,4.2,93.8,0,0,0,2.1,01170000,2017,"$64,712 ",52,"$3,369,402 ",501.6,498.4,,54,54,"$8,266,725.00 ","$14,579.76 ","$10,301,980.00 ","$14,870.06 ",567,692.8,25.6,20.6,21.3,11.6,13.9,4.7,2.3,0,2,90.1,8,0.4,1.6,2.8,49.1,7.5,50.9,3.4,2.8,,81.5,567,,48,Hadley
157,0.6,98.7,0,0,0,0.6,06750000,2017,"$77,904 ",151,"$11,740,095 ",507.8,506,,52,47,"$29,066,485.00 ","$16,442.18 ","$31,935,292.00 ","$17,513.18 ","1,767.80","1,823.50",20.3,18.5,25.6,24.7,7.7,3.1,0,0,0,78.5,21.5,0.2,3.8,0.8,51.5,2.6,48.5,2,0.3,,90.3,578,,210,Hamilton-Wenham
37,0,97.3,0,0,0,2.7,04990000,2017,,,,500.1,504.6,,46,39,"$6,525,740.97 ","$14,389.51 ","$6,525,740.97 ","$14,389.51 ",453.5,453.5,45,23.5,2.9,2.1,0,26.5,0,0,3.8,96.2,0,0,2.7,24.9,49.8,30.5,50.2,2.7,0,,39.1,539,,37,Hampden Charter School of Science (District)
292,1,96.2,0,0.7,0.3,1.7,06800000,2017,"$79,504 ",208,"$16,520,975 ",504.8,501.3,,58,50,"$45,038,573.00 ","$14,519.20 ","$47,895,934.00 ","$15,115.80 ","3,102.00","3,168.60",11.2,22.8,28.1,22,14.1,0.6,1.1,0,0.9,84.5,14.6,0.2,2.7,2.7,50.1,5.8,49.9,2.9,0.1,,85.6,572,,333,Hampden-Wilbraham
119,0,97.5,0,0,0,2.5,06830000,2017,"$69,105 ",73,"$5,023,622 ",500.2,500.6,,48,53,"$12,795,995.00 ","$17,289.55 ","$14,375,317.00 ","$17,006.17 ",740.1,845.3,9.5,23.5,29.9,27.8,7.3,1.6,0.3,0,0,90.3,9.7,0.1,0.5,0.7,55.1,2.8,44.9,2.3,0,,93.5,564,,98,Hampshire
201,0,97,0,0,0,3,01220000,2017,"$84,281 ",196,"$16,485,497 ",505.7,503.5,,54.5,53,"$35,269,631.00 ","$13,447.83 ","$37,468,600.00 ","$13,968.83 ","2,622.70","2,682.30",6.7,32.2,29.7,17.6,11.6,1.2,1,0,0,83.6,16.4,0,1.8,0.6,48.2,1.6,51.8,0.4,0,,95.5,553,,294,Hanover
111,0.9,95.5,1.8,0,0,1.8,01250000,2017,"$82,877 ",92,"$7,649,512 ",510.6,510.2,,62.5,55,"$18,676,378.00 ","$16,579.12 ","$20,817,792.00 ","$17,791.46 ","1,126.50","1,170.10",11.9,19.9,25.5,24,15.2,2.4,1.2,0,0,96.2,3.8,0,11.2,2.1,48.8,3.5,51.2,1.9,0,,81.3,595,,144,Harvard
29,0,100,0,0,0,0,01270000,2017,"$59,376 ",42,"$2,511,613 ",497.3,495.1,,39,49,"$6,198,160.00 ","$13,953.53 ","$7,106,629.00 ","$14,120.07 ",444.2,503.3,25.1,16.4,24.5,17.6,16.4,0,0,0,0,86.1,13.9,0,1.4,0.9,47.5,4.8,52.5,2,0,,91,547,,30,Hatfield
525,10.7,80,1.1,2.1,0,6.1,01280000,2017,"$69,043 ",516,"$35,591,659 ",493.1,492.7,,49,49,"$95,472,987.00 ","$12,850.70 ","$111,752,055.00 ","$12,931.57 ","7,429.40","8,641.80",18.4,20.3,20.8,18.4,13.2,7.3,1.6,0,3.2,72.6,24.2,0.2,1.8,3.4,47.2,33.7,52.8,1.3,0.1,,59.5,539,,357,Haverhill
303,1.3,96,0,0,0,2.6,01310000,2017,"$83,311 ",296,"$24,634,956 ",511.3,510.6,,52,50,"$53,917,116.00 ","$12,601.87 ","$58,814,265.00 ","$13,506.24 ","4,278.50","4,354.60",21.3,24.4,23,15.8,9.8,3.8,1.9,0,0,87.7,12.3,0,2.4,1.2,48.5,2.6,51.5,2.8,0,,91,599,,397,Hingham
70,11.4,81.4,1.4,0,0,5.7,01330000,2017,"$66,615 ",90,"$5,968,728 ",498.9,501.1,,49,58,"$16,227,241.00 ","$13,918.21 ","$19,870,903.00 ","$15,915.82 ","1,165.90","1,248.50",32.6,25.1,18.5,13.1,5.2,4.1,1.4,0,2,78.6,19.4,0,4.1,18.5,49,11.9,51,7.9,0,,57.6,514,,70,Holbrook
214,1.4,95.3,0.5,0,0,2.8,01360000,2017,"$81,082 ",210,"$17,051,599 ",508.3,507.3,,59,61,"$35,615,279.00 ","$12,326.61 ","$40,466,914.00 ","$13,651.88 ","2,889.30","2,964.20",9.4,23.4,24,22.8,13.7,4,2.7,0,0.9,82,17,0.3,6.7,0.7,48.7,4,51.3,2.9,0,,85.4,599,,250,Holliston
386,13,69.9,0.3,7,0,9.8,01370000,2017,"$68,779 ",409,"$28,102,946 ",479,475.7,,37,32,"$90,958,287.00 ","$16,968.25 ","$112,918,790.00 ","$16,907.05 ","5,360.50","6,678.80",18.1,19.3,21.2,19.5,10.1,10.7,1,3.8,6.1,77.1,12.9,0,1,2.7,46.8,79.5,53.2,1.2,0.1,,15.6,504,,195,Holyoke
89,1.1,97.8,0,0,0,1.1,01380000,2017,"$68,981 ",90,"$6,173,775 ",509.9,506.9,,65,62,"$15,404,466.00 ","$13,333.74 ","$17,083,769.00 ","$13,896.02 ","1,155.30","1,229.40",30.4,17,17.8,21.4,9.9,2.5,1.1,0,2.2,81.1,16.7,0.5,1.7,1,47.8,3.8,52.2,2.4,0.3,,90.4,575,,109,Hopedale
278,0,99.3,0,0.4,0,0.4,01390000,2017,"$87,935 ",260,"$22,880,672 ",514.1,515.3,,63,69,"$50,380,800.00 ","$14,461.45 ","$52,959,660.00 ","$14,919.48 ","3,483.80","3,549.70",17.4,26.2,24.8,16.5,10.4,2.8,1.9,0,1.5,81.5,16.9,0.3,11.3,0.6,50.3,1.9,49.7,2.4,0,,83.5,629,,328,Hopkinton
167,7.2,79,3,1.8,0,9,01410000,2017,"$74,760 ",239,"$17,890,123 ",499.8,499.9,,61.5,58.5,"$42,015,145.00 ","$15,747.81 ","$47,746,274.00 ","$16,681.67 ","2,668.00","2,862.20",15.8,27.6,21.6,21,8.7,3.9,1.5,0.1,3.4,86.3,10.3,0.1,2.1,1.4,51.1,8.2,48.9,2.8,0,,85.3,543,,223,Hudson
88,0,93.2,0,0,0,6.8,01420000,2017,"$84,762 ",82,"$6,925,024 ",504.5,501.6,,58,48,"$17,884,412.00 ","$19,278.23 ","$20,171,216.00 ","$20,076.85 ",927.7,"1,004.70",25.4,13.6,23.5,24.8,6.1,2.7,3.9,1.2,0.7,83.9,14.1,0,0.8,1.8,44.7,1.6,55.3,1.6,0.1,,94.1,537,,78,Hull
96,1,90.6,4.2,0,0,4.2,04350000,2017,,,,500.3,501.1,,38,34,"$11,031,687.00 ","$13,929.02 ","$11,031,687.00 ","$13,929.02 ",792,792,35.8,27.9,17.9,7.4,3.5,7.6,0,0,0.8,84.4,14.8,0,7.4,3.5,51.6,6.6,48.4,4.7,0,,77.8,570,,131,Innovation Academy Charter (District)
163,1.2,95.1,0.6,0,0,3.1,01440000,2017,"$69,265 ",163,"$11,304,062 ",506.3,505.1,,64,60,"$28,563,861.00 ","$16,254.40 ","$30,848,724.00 ","$16,992.80 ","1,757.30","1,815.40",16.1,16.7,28.4,24.7,9.8,3.4,0.7,1.2,1.8,75.9,21.1,0.1,1.6,1.3,50.1,4.7,49.9,3.8,0,,88.5,561,,168,Ipswich
324,1.5,93.5,0.3,0,0,4.6,06900000,2017,"$73,423 ",131,"$9,581,648 ",508.7,505,,58,43,"$27,878,599.00 ","$13,396.09 ","$33,044,041.00 ","$15,273.42 ","2,081.10","2,163.50",19.1,20.8,22.3,19,9.7,8.3,0.8,0,0,94.4,5.6,0,1.8,1.5,47.1,2,52.8,1.8,0,,92.9,581,,458,King Philip
96,2.1,87.5,0,0,0,10.4,04290000,2017,,,,497.1,500.1,,44,50,"$20,432,724.85 ","$17,123.94 ","$20,432,724.85 ","$17,123.94 ","1,193.20","1,193.20",57.1,9.6,1.3,0,0.6,31.4,0,0,2.4,92.3,5.3,0.2,2.3,22.9,50.9,65.6,49.1,2.9,0,,6.2,,,7,KIPP Academy Lynn Charter (District)
943,11.1,71.7,1.4,4.2,0,11.6,01490000,2017,"$69,795 ","1,037.00","$72,350,157 ",487.3,491,,51,50,"$198,936,879.00 ","$14,241.31 ","$233,294,100.00 ","$14,781.73 ","13,969.00","15,782.60",29.3,19.4,15.7,11.6,7.4,16,0.7,0,4.9,78.2,16.8,0,1.4,1.4,47.7,92.2,52.3,0.5,0,,4.5,449,,448,Lawrence
70,4.3,80,2.9,0,0,12.9,01500000,2017,"$74,676 ",63,"$4,667,272 ",501.3,498.7,,74,59.5,"$12,475,612.00 ","$18,257.88 ","$13,414,827.00 ","$16,863.39 ",683.3,795.5,15.4,26,27,10.6,17.5,1.7,1.7,0,1.6,92.1,6.3,0,2.2,0.3,51.1,9.8,48.9,3.1,0,,84.7,562,,50,Lee
105,1.9,90.5,1,0,0,6.7,01510000,2017,"$74,103 ",109,"$8,106,891 ",492.1,490.8,,42,43,"$20,383,911.00 ","$13,150.06 ","$23,150,159.00 ","$13,506.51 ","1,550.10","1,714.00",8.3,23.8,32.3,19,11.2,3.3,2.1,0,1.1,93.2,5.7,0.3,2.7,5,46.6,7.6,53.4,2.1,0.1,,82.1,530,,127,Leicester
64,1.6,96.9,0,0,0,1.6,01520000,2017,"$74,524 ",81,"$6,006,625 ",507.8,508.2,,59,51,"$15,043,079.00 ","$19,618.00 ","$15,417,696.00 ","$18,989.65 ",766.8,811.9,10.1,13.5,17.3,28.2,22.6,5.3,3,5.9,2.6,84.2,7.3,0.1,5.2,0.7,50.7,6.4,49.3,2.2,0,,85.4,599,,89,Lenox
434,3.7,88.7,0.2,1.4,0,6,01530000,2017,"$70,879 ",450,"$31,896,000 ",495.8,497.9,,38,40,"$79,754,489.00 ","$13,251.56 ","$89,199,907.00 ","$13,753.53 ","6,018.50","6,485.60",17.4,23.2,20.4,23,8.3,4.7,3,4.7,3.8,80.4,11.1,0.2,3.3,7.7,47.7,31.9,52.3,3.5,0,,53.5,540,,386,Leominster
529,0.2,98.5,0.2,0.2,0,0.9,01550000,2017,"$82,322 ",581,"$47,796,178 ",515.6,519.3,,65,68,"$122,608,866.00 ","$17,269.10 ","$131,820,419.00 ","$18,288.83 ","7,099.90","7,207.70",22.3,25.4,17.6,14.7,11.1,6.9,1.8,0,2.4,80.2,17.4,0.1,37.2,4.1,49.3,3.3,50.7,5.7,0,,49.7,658,,616,Lexington
449,0.2,97.1,0,0.4,0,2.2,06950000,2017,"$95,518 ",128,"$12,207,258 ",,,,,,"$27,614,980.00 ","$17,984.36 ","$32,739,335.00 ","$20,427.61 ","1,535.50","1,602.70",13.7,29.2,26.2,18.3,9.3,1.8,1.4,0,0.5,98,1.4,0.1,6.1,4.3,50.3,4.2,49.7,4.7,0.1,,80.6,637,,370,Lincoln-Sudbury
122,0.8,95.9,0,0,0,3.3,01580000,2017,"$78,326 ",113,"$8,858,310 ",506.7,505.1,,69,56.5,"$22,628,573.00 ","$13,829.11 ","$26,864,091.00 ","$15,127.03 ","1,636.30","1,775.90",22.6,17,27.8,14.2,12.1,5.8,0.6,0,0.5,78.7,20.8,0.2,7,1.1,50.5,2,49.5,2.4,0.3,,87,595,,150,Littleton
226,0.4,98.2,0.4,0,0,0.9,01590000,2017,"$73,350 ",236,"$17,339,933 ",509.6,510.1,,58,63,"$39,672,916.00 ","$13,999.90 ","$43,824,326.00 ","$15,149.45 ","2,833.80","2,892.80",12.7,13.3,27.3,26,14.4,4.2,2.2,0,1.2,84.5,14.3,0.1,9.8,2.2,48.4,4.6,51.6,3.5,0.1,,79.7,600,,299,Longmeadow
782,6.5,82.4,0.6,3.1,0,7.4,01600000,2017,"$79,969 ","1,054.00","$84,278,408 ",491.9,492.8,,46,46,"$203,111,840.00 ","$14,077.91 ","$235,335,245.00 ","$14,354.00 ","14,427.70","16,395.10",18.2,20.3,21.1,20.8,15.1,2.5,2,0.1,2.9,85.7,11.3,0.1,29,7.5,48.1,31.4,51.9,3.6,0,,28.3,530,,728,Lowell
50,50,14,10,0,0,26,04580000,2017,,,,,,,,,"$1,782,681.13 ","$16,739.33 ","$1,782,681.13 ","$16,739.33 ",106.5,106.5,19.1,19.1,42.8,9.5,4.8,0,4.8,0,0,95.2,4.8,0,14.9,1.1,55.3,34,43.6,6.4,0,,43.6,,,,Lowell Middlesex Academy Charter (District)
223,2.2,92.8,0.4,1.8,0,2.7,01610000,2017,"$64,940 ",228,"$14,825,860 ",490.6,493,,44,46,"$40,244,066.00 ","$15,261.31 ","$42,683,348.00 ","$15,628.63 ","2,637.00","2,731.10",17,23.6,27.4,17.7,9.4,1.6,3.4,0,0.7,77.6,21.7,0.4,0.4,1.9,49.9,8.5,50.1,2.3,0,,86.4,559,,167,Ludlow
101,2,96,0,0,0,2,01620000,2017,"$74,900 ",112,"$8,396,281 ",499.8,500.8,,53,55,"$21,018,516.00 ","$12,980.00 ","$23,526,313.00 ","$13,208.87 ","1,619.30","1,781.10",16.7,21.6,26.9,17.1,13.9,1,2.9,0,0,95.1,4.9,0.5,2.2,1.7,48,6.1,52,2,0.5,,86.9,547,,138,Lunenburg
"1,124",15,73.7,1,2,0,8.4,01630000,2017,"$73,555 ","1,085.00","$79,777,617 ",491.7,492,,51,52,"$200,300,023.00 ","$13,025.70 ","$233,282,178.00 ","$13,632.27 ","15,377.30","17,112.50",21.6,17.3,21,16.6,14.4,7.6,1.5,3,5.5,72,19.5,0.3,8.9,9.6,47.3,60.3,52.7,3.6,0,,17.2,491,,687,Lynn
156,0,97.4,0,0.6,0,1.9,01640000,2017,"$84,173 ",166,"$13,964,260 ",511.7,511.6,,55,53,"$32,420,268.00 ","$14,599.12 ","$34,053,596.00 ","$15,205.89 ","2,220.70","2,239.50",19.6,29.5,24.2,16.8,7.9,1.4,0.6,0,0,84.6,15.4,0,4.8,1.8,48.9,4.4,51.1,2,0,,87,563,,218,Lynnfield
49,0,100,0,0,0,0,04680000,2017,,,,,,,,,,,,,,,28.2,0,43.1,14.3,0,0,14.3,0,0,100,0,0,42.3,1,45.4,0,54.6,4.1,0,,52.6,750,,61,Ma Academy for Math and Science
490,6.7,83.3,1.2,1.4,0,7.3,01650000,2017,"$84,284 ",456,"$38,467,282 ",495.8,496,,54,56,"$89,721,576.00 ","$13,717.64 ","$109,566,641.00 ","$14,379.01 ","6,540.60","7,619.90",25.3,22,19.5,11.8,12,7,2.4,0.5,6.5,68.8,24.2,0.3,23.1,20,49,22.4,51,3.9,0.1,,30.2,538,,502,Malden
112,1.8,97.3,0,0.9,0,0,06980000,2017,"$77,171 ",131,"$10,070,833 ",511.2,506.5,,71,55,"$23,763,260.00 ","$16,974.97 ","$24,916,342.00 ","$17,448.42 ","1,399.90","1,428.00",17,24.4,26,14.6,14.6,1.6,1.8,0,0,90.3,9.7,0,0.9,0.1,51,0.9,49,0.9,0,,97.1,587,,122,Manchester Essex Regional
342,1.5,95.3,0,0.3,0,2.9,01670000,2017,"$81,213 ",301,"$24,477,485 ",503.2,505.3,,50,51.5,"$57,463,853.00 ","$14,636.74 ","$62,908,975.00 ","$15,503.60 ","3,926.00","4,057.70",17.8,24.2,25.2,16.4,10.6,4.1,1.7,0,0.6,80.5,18.9,0.2,5.3,2.9,48.4,4.3,51.6,3.1,0.1,,84.2,585,,394,Mansfield
282,1.1,96.8,0,0,0,2.1,01680000,2017,"$74,936 ",265,"$19,850,480 ",505.7,505.1,,42,48,"$48,265,653.00 ","$15,303.00 ","$52,671,497.00 ","$15,567.62 ","3,154.00","3,383.40",17.7,23.7,21.3,17.2,13.2,4.6,2.2,0,0.8,82,17.2,0.1,1.6,3,49.7,6.4,50.3,2.5,0,,86.4,583,,294,Marblehead
265,6,85.3,0.4,1.1,0,7.2,01700000,2017,"$80,549 ",377,"$30,358,925 ",491.7,491.6,,47,48,"$74,164,722.00 ","$16,197.06 ","$88,923,531.00 ","$16,739.81 ","4,578.90","5,312.10",13,25,26.2,19.2,9.7,6.5,0.5,0,4.3,88.3,7.4,0.1,4.2,3.4,48.3,43.5,51.7,2.8,0,,46,529,,280,Marlborough
320,0.3,95.3,0.3,1.3,0,2.8,01710000,2017,"$72,172 ",325,"$23,477,633 ",508.4,508.1,,59,63,"$52,361,549.00 ","$12,389.45 ","$57,507,100.00 ","$13,301.05 ","4,226.30","4,323.50",16.3,22.2,22.6,21.5,12.9,2.9,1.7,4.1,0.7,82.1,13.1,0.2,1,0.5,48.6,2.6,51.4,1.5,0.1,,94,561,,448,Marshfield
180,2.2,92.2,2.2,1.7,0,1.7,07000000,2017,"$96,802 ",75,"$7,211,712 ",,,,,,"$19,396,201.00 ","$29,621.57 ","$21,261,686.00 ","$30,443.42 ",654.8,698.4,11.4,15.3,20.5,26.2,23.8,0,2.9,7.9,2.3,78.6,11.2,1.8,1.2,3.3,47.8,10.3,52.2,4.5,0.2,,78.7,554,,221,Martha's Vineyard
15,6.7,80,0,6.7,0,6.7,04660000,2017,,,,498.7,493.1,,47,25,"$5,095,776.53 ","$29,274.35 ","$5,095,776.53 ","$29,274.35 ",174.1,174.1,6.4,25.7,14.8,27.5,20.3,5.3,0,0,0,100,0,0,1.7,4.6,56.6,4.6,43.4,11,0,,78,482,,11,Martha's Vineyard Charter (District)
338,0,97.6,0.6,0.3,0,1.5,07050000,2017,"$92,462 ",137,"$12,630,342 ",506.2,509.9,,50,51,"$30,940,912.00 ","$16,908.53 ","$33,965,473.00 ","$18,063.86 ","1,829.90","1,880.30",14.6,28.3,27.7,16.7,7.9,1.6,3.2,0.1,0.2,93.2,6.5,0.2,3.3,0.4,51.1,2.2,48.9,1.6,0.1,,92.2,592,,408,Masconomet
110,3.6,89.1,2.7,0,0,4.5,01720000,2017,"$74,718 ",140,"$10,445,589 ",498.6,499.4,,53,54,"$27,667,094.00 ","$16,680.99 ","$30,733,389.00 ","$16,793.28 ","1,658.60","1,830.10",12.1,12.6,24,31.4,13.8,3.6,2.5,0,0,98,2,6.5,2.1,3.7,48.6,3.9,51.4,5.6,0.1,,78.1,542,,101,Mashpee
57,35.1,31.6,10.5,1.8,0,21.1,39010000,2017,,,,488.8,482.7,,37,31.5,,,,,,,0,0,0,0,0,0,0,0,3.2,74.2,22.6,0.3,2.2,11.1,55.2,16.8,44.8,4.9,0.3,,64.3,555,,18,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District
60,0,63.3,0,0,0,36.7,04690000,2017,,,,488.5,492.7,,26,26,"$21,158,966.00 ","$18,600.85 ","$21,158,966.00 ","$18,600.85 ","1,137.50","1,137.50",47,14.5,0,1.5,0,37,0,0,0.5,79.2,20.3,0.5,1.3,45.9,52.3,46.7,47.7,1.9,0.1,,3.5,520,,93,MATCH Charter Public School (District)
87,4.6,90.8,2.3,1.1,0,1.1,01740000,2017,"$73,426 ",110,"$8,047,460 ",495.9,494.2,,33,33.5,"$22,130,615.00 ","$15,357.82 ","$24,283,676.00 ","$15,578.44 ","1,441.00","1,558.80",10.4,23.9,26.3,21.3,16.4,1.2,0.6,0,2.7,83.7,13.6,0.1,2.3,3,48.9,12,51.1,4.1,0,,78.5,531,,98,Maynard
223,0.9,97.8,0.4,0,0,0.9,01750000,2017,"$85,130 ",199,"$16,974,849 ",508.1,509.6,,49,53,"$37,609,271.00 ","$14,567.07 ","$39,838,944.00 ","$15,204.54 ","2,581.80","2,620.20",16.9,21,28.3,17,10.2,4.5,2,0,0.8,90.2,9.1,0.3,4.2,1,48.7,3.5,51.3,2.8,0.1,,88,607,,314,Medfield
312,4.5,89.7,0.6,0.3,0,4.8,01760000,2017,"$75,323 ",394,"$29,669,763 ",497.3,493.1,,52,53,"$72,036,780.00 ","$16,392.86 ","$81,410,828.00 ","$16,930.61 ","4,394.40","4,808.50",0,0,0,0,0,0,0,0,0,0,0,0.3,9.1,13.8,48.5,9.6,51.5,4.4,0,,62.8,544,,346,Medford
192,1,95.8,0,0,0,3.1,01770000,2017,"$81,086 ",158,"$12,811,450 ",507.3,507.5,,54,52,"$30,952,396.00 ","$13,307.71 ","$34,822,765.00 ","$14,326.23 ","2,325.90","2,430.70",21.2,20.1,14.9,21.3,15.9,3.5,3.1,0,0,96.5,3.5,0.3,2.8,1.5,50.3,3.2,49.7,2.1,0,,90.2,580,,279,Medway
